timestamp,window_size,packet_count,byte_count,packets_per_second,bytes_per_second,flow_duration,inter_arrival_mean,inter_arrival_variance,forward_ratio,syn_ratio,rst_ratio,src_ip,dst_ip,dst_port,protocol,direction
1772788879.9009168,10,1,68,0.1,6.8,0.0,0.0,0.0,1.0,0.0,0.0,172.16.246.83,8.8.8.8,53,L4Protocol.UDP,1
1772788879.9325316,10,1,175,0.1,17.5,0.0,0.0,0.0,1.0,0.0,0.0,8.8.8.8,172.16.246.83,53,L4Protocol.UDP,-1
1772788879.9335284,10,1,52,0.1,5.2,0.0,0.0,0.0,1.0,1.0,0.0,172.16.246.83,18.67.221.82,443,L4Protocol.TCP,1
1772788879.9366155,10,1,52,0.1,5.2,0.0,0.0,0.0,1.0,1.0,0.0,18.67.221.82,172.16.246.83,443,L4Protocol.TCP,-1
1772788879.9375176,10,2,92,0.2,9.2,0.003989219665527344,0.003989219665527344,0.0,1.0,0.5,0.0,172.16.246.83,18.67.221.82,443,L4Protocol.TCP,1
1772788879.9395127,10,3,776,0.3,77.6,0.005984306335449219,0.0029921531677246094,1.9882832020812202e-06,1.0,0.3333333333333333,0.0,172.16.246.83,18.67.221.82,443,L4Protocol.TCP,1
1772788879.9445143,10,2,92,0.2,9.2,0.007898807525634766,0.007898807525634766,0.0,1.0,0.5,0.0,18.67.221.82,172.16.246.83,443,L4Protocol.TCP,-1
1772788879.9445143,10,3,357,0.3,35.7,0.007898807525634766,0.003949403762817383,3.1195580163512204e-05,1.0,0.3333333333333333,0.0,18.67.221.82,172.16.246.83,443,L4Protocol.TCP,-1
1772788879.9455135,10,4,822,0.4,82.2,0.011985063552856445,0.0039950211842854815,4.011374376962825e-06,1.0,0.25,0.0,172.16.246.83,18.67.221.82,443,L4Protocol.TCP,1
1772788879.9465146,10,5,936,0.5,93.6,0.012986183166503906,0.0032465457916259766,4.915111238309085e-06,1.0,0.2,0.0,172.16.246.83,18.67.221.82,443,L4Protocol.TCP,1
1772788879.9465146,10,6,1224,0.6,122.4,0.012986183166503906,0.0025972366333007813,5.794345344156682e-06,1.0,0.16666666666666666,0.0,172.16.246.83,18.67.221.82,443,L4Protocol.TCP,1
1772788879.9495475,10,4,397,0.4,39.7,0.012932062149047852,0.00431068738301595,1.598936764442745e-05,1.0,0.25,0.0,18.67.221.82,172.16.246.83,443,L4Protocol.TCP,-1
1772788879.9505286,10,5,437,0.5,43.7,0.013913154602050781,0.0034782886505126953,1.3431129029110403e-05,1.0,0.2,0.0,18.67.221.82,172.16.246.83,443,L4Protocol.TCP,-1
1772788879.9505286,10,6,656,0.6,65.6,0.013913154602050781,0.0027826309204101564,1.2493045159089888e-05,1.0,0.16666666666666666,0.0,18.67.221.82,172.16.246.83,443,L4Protocol.TCP,-1
1772788879.9535143,10,7,1488,0.7,148.8,0.01689887046813965,0.0028164784113566084,1.000131004313213e-05,1.0,0.14285714285714285,0.0,18.67.221.82,172.16.246.83,443,L4Protocol.TCP,-1
1772788879.954513,10,7,1264,0.7,126.4,0.020984649658203125,0.003497441609700521,9.49769027253448e-06,1.0,0.14285714285714285,0.0,172.16.246.83,18.67.221.82,443,L4Protocol.TCP,1
1772788879.954513,10,8,1344,0.8,134.4,0.020984649658203125,0.002997807094029018,9.662184438530815e-06,1.0,0.125,0.0,172.16.246.83,18.67.221.82,443,L4Protocol.TCP,1
1772788879.954513,10,9,1424,0.9,142.4,0.020984649658203125,0.0026230812072753906,9.405228297509893e-06,1.0,0.1111111111111111,0.0,172.16.246.83,18.67.221.82,443,L4Protocol.TCP,1
1772788879.954513,10,10,1464,1.0,146.4,0.020984649658203125,0.002331627739800347,8.994080873650193e-06,1.0,0.1,0.0,172.16.246.83,18.67.221.82,443,L4Protocol.TCP,1
1772788879.9575777,10,2,140,0.2,14.0,0.05666089057922363,0.05666089057922363,0.0,1.0,0.0,0.0,172.16.246.83,8.8.8.8,53,L4Protocol.UDP,1
1772788879.959946,10,8,1528,0.8,152.8,0.0233304500579834,0.0033329214368547715,1.0201418826043316e-05,1.0,0.125,0.0,18.67.221.82,172.16.246.83,443,L4Protocol.TCP,-1
1772788879.959946,10,9,1568,0.9,156.8,0.0233304500579834,0.0029163062572479252,1.0132618942496458e-05,1.0,0.1111111111111111,0.0,18.67.221.82,172.16.246.83,443,L4Protocol.TCP,-1
1772788879.9610972,10,11,1504,1.1,150.4,0.027568817138671875,0.0027568817138671872,9.803147978952137e-06,1.0,0.09090909090909091,0.0,172.16.246.83,18.67.221.82,443,L4Protocol.TCP,1
1772788879.9879065,10,2,311,0.2,31.1,0.055374860763549805,0.055374860763549805,0.0,1.0,0.0,0.0,8.8.8.8,172.16.246.83,53,L4Protocol.UDP,-1
1772788879.9887972,10,1,52,0.1,5.2,0.0,0.0,0.0,1.0,1.0,0.0,172.16.246.83,108.157.14.101,443,L4Protocol.TCP,1
1772788879.9967942,10,1,52,0.1,5.2,0.0,0.0,0.0,1.0,1.0,0.0,108.157.14.101,172.16.246.83,443,L4Protocol.TCP,-1
1772788879.9967942,10,2,92,0.2,9.2,0.00799703598022461,0.00799703598022461,0.0,1.0,0.5,0.0,172.16.246.83,108.157.14.101,443,L4Protocol.TCP,1
1772788879.9987907,10,3,780,0.3,78.0,0.009993553161621094,0.004996776580810547,1.8003112927544862e-05,1.0,0.3333333333333333,0.0,172.16.246.83,108.157.14.101,443,L4Protocol.TCP,1
1772788880.021248,10,2,92,0.2,9.2,0.02445387840270996,0.02445387840270996,0.0,1.0,0.5,0.0,108.157.14.101,172.16.246.83,443,L4Protocol.TCP,-1
1772788880.0296834,10,3,357,0.3,35.7,0.03288912773132324,0.01644456386566162,0.00012829823870674772,1.0,0.3333333333333333,0.0,108.157.14.101,172.16.246.83,443,L4Protocol.TCP,-1
1772788880.0306969,10,4,826,0.4,82.6,0.041899681091308594,0.013966560363769531,0.0002503726198028744,1.0,0.25,0.0,172.16.246.83,108.157.14.101,443,L4Protocol.TCP,1
1772788880.0306969,10,5,940,0.5,94.0,0.041899681091308594,0.010474920272827148,0.00021568128196728745,1.0,0.2,0.0,172.16.246.83,108.157.14.101,443,L4Protocol.TCP,1
1772788880.0316925,10,6,1232,0.6,123.2,0.04289531707763672,0.008579063415527343,0.00017973232759231904,1.0,0.16666666666666666,0.0,172.16.246.83,108.157.14.101,443,L4Protocol.TCP,1
1772788880.0346937,10,4,397,0.4,39.7,0.03789949417114258,0.012633164723714193,0.00010772940961108665,1.0,0.25,0.0,108.157.14.101,172.16.246.83,443,L4Protocol.TCP,-1
1772788880.0356936,10,5,437,0.5,43.7,0.03889942169189453,0.009724855422973633,0.00010565265836248727,1.0,0.2,0.0,108.157.14.101,172.16.246.83,443,L4Protocol.TCP,-1
1772788880.0356936,10,6,656,0.6,65.6,0.03889942169189453,0.007779884338378906,9.815405637141339e-05,1.0,0.16666666666666666,0.0,108.157.14.101,172.16.246.83,443,L4Protocol.TCP,-1
1772788880.036694,10,7,1699,0.7,169.9,0.03989982604980469,0.006649971008300781,8.618346989806014e-05,1.0,0.14285714285714285,0.0,108.157.14.101,172.16.246.83,443,L4Protocol.TCP,-1
1772788880.036694,10,7,1272,0.7,127.2,0.0478968620300293,0.007982810338338215,0.00014591896846620026,1.0,0.14285714285714285,0.0,172.16.246.83,108.157.14.101,443,L4Protocol.TCP,1
1772788883.032053,10,1,41,0.1,4.1,0.0,0.0,0.0,1.0,0.0,0.0,172.16.246.83,4.213.25.240,443,L4Protocol.TCP,1
1772788883.156006,10,1,52,0.1,5.2,0.0,0.0,0.0,1.0,0.0,0.0,4.213.25.240,172.16.246.83,443,L4Protocol.TCP,-1
1772788889.9555118,10,8,1352,0.8,135.2,9.96671462059021,1.4238163743700298,14.032214366411166,1.0,0.125,0.0,172.16.246.83,108.157.14.101,443,L4Protocol.TCP,1
1772788889.9565358,10,9,1432,0.9,143.2,9.967738628387451,1.2459673285484312,12.280654578863937,1.0,0.1111111111111111,0.0,172.16.246.83,108.157.14.101,443,L4Protocol.TCP,1
1772788889.9565358,10,10,1472,1.0,147.2,9.967738628387451,1.1075265142652722,10.918065488040403,1.0,0.1,0.0,172.16.246.83,108.157.14.101,443,L4Protocol.TCP,1
1772788889.9628541,10,8,1739,0.8,173.9,9.966059923171997,1.423722846167428,14.05674055414054,1.0,0.125,0.0,108.157.14.101,172.16.246.83,443,L4Protocol.TCP,-1
1772788889.9638612,10,9,1779,0.9,177.9,9.967067003250122,1.2458833754062653,12.301649779576776,1.0,0.1111111111111111,0.0,108.157.14.101,172.16.246.83,443,L4Protocol.TCP,-1
1772788889.9638612,10,10,1819,1.0,181.9,9.967067003250122,1.1074518892500136,10.936413044364535,1.0,0.1,0.0,108.157.14.101,172.16.246.83,443,L4Protocol.TCP,-1
1772788890.2097843,10,4,160,0.4,16.0,0.24693012237548828,0.08231004079182942,0.02007716424880831,1.0,0.0,0.0,108.157.14.101,172.16.246.83,443,L4Protocol.TCP,-1
1772788890.210707,10,4,240,0.4,24.0,0.25519514083862305,0.08506504694620769,0.02144791341381354,1.0,0.0,0.0,172.16.246.83,108.157.14.101,443,L4Protocol.TCP,1
1772788947.091572,10,1,63,0.1,6.3,0.0,0.0,0.0,1.0,0.0,0.0,172.16.246.83,8.8.8.8,53,L4Protocol.UDP,1
1772788947.122923,10,1,127,0.1,12.7,0.0,0.0,0.0,1.0,0.0,0.0,8.8.8.8,172.16.246.83,53,L4Protocol.UDP,-1
1772788947.1239557,10,1,52,0.1,5.2,0.0,0.0,0.0,1.0,1.0,0.0,172.16.246.83,13.227.227.76,443,L4Protocol.TCP,1
1772788947.1290119,10,1,52,0.1,5.2,0.0,0.0,0.0,1.0,1.0,0.0,13.227.227.76,172.16.246.83,443,L4Protocol.TCP,-1
1772788947.1290119,10,2,92,0.2,9.2,0.005056142807006836,0.005056142807006836,0.0,1.0,0.5,0.0,172.16.246.83,13.227.227.76,443,L4Protocol.TCP,1
1772788947.1309547,10,3,789,0.3,78.9,0.006999015808105469,0.0034995079040527344,4.84622444218985e-06,1.0,0.3333333333333333,0.0,172.16.246.83,13.227.227.76,443,L4Protocol.TCP,1
1772788947.1351414,10,2,92,0.2,9.2,0.00612950325012207,0.00612950325012207,0.0,1.0,0.5,0.0,13.227.227.76,172.16.246.83,443,L4Protocol.TCP,-1
1772788947.136963,10,3,366,0.3,36.6,0.007951021194458008,0.003975510597229004,9.27936869743462e-06,1.0,0.3333333333333333,0.0,13.227.227.76,172.16.246.83,443,L4Protocol.TCP,-1
1772788947.1379569,10,4,835,0.4,83.5,0.014001131057739258,0.004667043685913086,6.5125316268677125e-06,1.0,0.25,0.0,172.16.246.83,13.227.227.76,443,L4Protocol.TCP,1
1772788947.1389544,10,5,949,0.5,94.9,0.014998674392700195,0.003749668598175049,7.707995957654626e-06,1.0,0.2,0.0,172.16.246.83,13.227.227.76,443,L4Protocol.TCP,1
