timestamp,window_size,packet_count,byte_count,packets_per_second,bytes_per_second,flow_duration,inter_arrival_mean,inter_arrival_variance,forward_ratio,syn_ratio,rst_ratio,src_ip,dst_ip,dst_port,protocol,direction,Label
1772703897,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,53066,6,-1,SynFlood
1772703890,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,5713,6,-1,SynFlood
1772704142,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,57902,6,-1,SynFlood
1772704276,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,9199,6,-1,SynFlood
1772703969,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,51355,6,-1,SynFlood
1772704606,10,2,80,0.2,8,8.132954836,8.132954836,0,1,1,0,172.16.241.169,172.16.241.161,22687,6,-1,SynFlood
1772704127,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,6315,6,-1,SynFlood
1772703856,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,6197,6,-1,SynFlood
1772703997,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,12462,6,-1,SynFlood
1772704093,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,49266,6,-1,SynFlood
1772704650,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,30266,6,-1,SynFlood
1772704282,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,64099,6,-1,SynFlood
1772704061,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,35223,6,-1,SynFlood
1772704033,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,14417,6,-1,SynFlood
1772704667,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,19784,6,-1,SynFlood
1772703795,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,38582,6,-1,SynFlood
1772704562,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,34391,6,-1,SynFlood
1772704411,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,25932,6,-1,SynFlood
1772703820,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,39534,6,-1,SynFlood
1772704408,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,28247,6,-1,SynFlood
1772704570,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,59422,6,-1,SynFlood
1772704493,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,5072,6,-1,SynFlood
1772704690,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,60488,6,-1,SynFlood
1772704467,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,32562,6,-1,SynFlood
1772704424,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,26436,6,-1,SynFlood
1772704429,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,17905,6,-1,SynFlood
1772703795,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,44037,6,-1,SynFlood
1772704514,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,55651,6,-1,SynFlood
1772704287,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,41482,6,-1,SynFlood
1772704441,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,23919,6,-1,SynFlood
1772704134,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,13219,6,-1,SynFlood
1772704576,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,14039,6,-1,SynFlood
1772703867,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,26349,6,-1,SynFlood
1772704573,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,31693,6,-1,SynFlood
1772703809,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,63976,6,-1,SynFlood
1772704499,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,57410,6,-1,SynFlood
1772704095,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,9900,6,-1,SynFlood
1772704220,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,11636,6,-1,SynFlood
1772703816,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,37756,6,-1,SynFlood
1772704594,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,16967,6,-1,SynFlood
1772704576,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,30664,6,-1,SynFlood
1772704050,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,8915,6,-1,SynFlood
1772704415,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,49572,6,-1,SynFlood
1772703918,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,56744,6,-1,SynFlood
1772704622,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,26159,6,-1,SynFlood
1772703903,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,4201,6,-1,SynFlood
1772704365,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,12560,6,-1,SynFlood
1772704435,10,8,591,0.8,59.1,6.162036896,0.880290985,0.257724708,1,0,0,172.16.241.161,8.8.8.8,53,17,1,SynFlood
1772704635,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,32288,6,-1,SynFlood
1772704456,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,20310,6,-1,SynFlood
1772703899,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,40758,6,-1,SynFlood
1772704667,10,2,80,0.2,8,3.542640209,3.542640209,0,1,1,0,172.16.241.169,172.16.241.161,9069,6,-1,SynFlood
1772703866,10,2,80,0.2,8,7.938020468,7.938020468,0,1,1,0,172.16.241.169,172.16.241.161,23259,6,-1,SynFlood
1772704700,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,38406,6,-1,SynFlood
1772703985,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,51731,6,-1,SynFlood
1772704386,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,21553,6,-1,SynFlood
1772703897,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,14420,6,-1,SynFlood
1772704491,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,5016,6,-1,SynFlood
1772704352,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,18326,6,-1,SynFlood
1772704434,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,10247,6,-1,SynFlood
1772703943,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,49623,6,-1,SynFlood
1772704379,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,20668,6,-1,SynFlood
1772704420,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,52084,6,-1,SynFlood
1772704687,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,27807,6,-1,SynFlood
1772704583,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,4829,6,-1,SynFlood
1772703871,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,61091,6,-1,SynFlood
1772704532,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,24035,6,-1,SynFlood
1772703897,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,59089,6,-1,SynFlood
1772704146,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,1210,6,-1,SynFlood
1772703881,10,1,40,0.1,4,0,0,0,1,1,0,172.16.241.169,172.16.241.161,60397,6,-1,SynFlood
